Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight,Detailed Specs
Asus Vivobook S 14 OLED,https://www.gadgets360.com/asus-vivobook-s-14-oled-price-in-india-127893,"₹ 124,990",14.00-inch,2880x1800 pixels,Ryzen 9,Windows 11,512GB,1.30 kg,"{'Brand': 'Asus', 'Model': 'Vivobook S 14 OLED', 'Price in India': '₹1,24,990', 'Release date': '27th August 2024', 'Launched in India': 'Yes', 'Model Number': 'M5406N', 'Model Name': 'Vivobook S 14 OLED', 'Series': 'Vivobook', 'Weight (kg)': '1.3', 'Material': 'Aluminium', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '75', 'Size': '14.00-inch', 'Resolution': '2880x1800 pixels', 'Processor': 'AMD Ryzen 9 HX 370', 'RAM': '24GB', 'Dedicated Graphics': 'No', 'SSD': '512GB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac/ax', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'USB 4.0 (Type C)': '1', 'Number of USB Ports': '4', 'USB 3.2 Gen 1 (Type A)': '2', 'USB 3.2 Gen 2 (Type C)': '1', 'Thunderbolt 4 (Type C)': '2', 'HDMI Port': 'Micro', 'Multi Card Slot': '1 Micro SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
Asus ProArt PX13,https://www.gadgets360.com/asus-proart-px13-price-in-india-127892,"₹ 179,990",13.30-inch,N/A,Ryzen 9,Windows 11,1TB,N/A,"{'Brand': 'Asus', 'Model': 'ProArt PX13', 'Price in India': '₹1,79,990', 'Release date': '27th August 2024', 'Launched in India': 'Yes', 'Model Number': 'HN7306', 'Model Name': 'ProArt Studiobook Pro 16 OLED', 'Series': 'ProArt', 'Dimensions (mm)': '198.20 x 209.90 x 15.80', 'Weight (kg)': '1.38', 'Colours': 'Nano Black', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '73', 'Battery Cell': '4', 'Size': '13.30-inch', 'Processor': 'AMD Ryzen 9 HX 370', 'RAM': '24GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 4050', 'Dedicated Graphic Memory Type': 'GDDR6', 'Hard disk': 'No', 'SSD': '1TB', 'Wi-Fi 7': 'Yes', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac/ax', 'Bluetooth version': '5.4', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'USB 4.0 (Type C)': '2', 'Number of USB Ports': '3', 'USB 3.2 Gen 1 (Type A)': '1', 'HDMI Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
Asus TUF Gaming A14,https://www.gadgets360.com/asus-tuf-gaming-a14-price-in-india-127891,N/A,14.00-inch,2560x1600 pixels,Ryzen 9,Windows 11,1TB,N/A,"{'Brand': 'Asus', 'Model': 'TUF Gaming A14', 'Price in India': '₹129,990', 'Release date': '27th August 2024', 'Launched in India': 'Yes', 'Model Name': 'TUF Gaming A14', 'Series': 'TUF Gaming', 'Dimensions (mm)': '311.10 x 227.50 x 16.90', 'Weight (kg)': '1.46', 'Colours': 'Jaegar Gray', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '73', 'Size': '14.00-inch', 'Resolution': '2560x1600 pixels', 'Refresh Rate': '165Hz', 'Processor': 'AMD Ryzen 9 HX 370', 'RAM': '32GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 4060', 'Dedicated Graphic Memory Type': 'GDDR6', 'SSD': '1TB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac/ax', 'Bluetooth version': '5.3', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'USB 4.0 (Type C)': '1', 'Number of USB Ports': '4', 'USB 3.2 Gen 1 (Type A)': '2', 'USB 3.2 Gen 2 (Type C)': '1', 'HDMI Port': 'Standard', 'Multi Card Slot': '1 Micro SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
Asus ROG Zephyrus G16,https://www.gadgets360.com/asus-rog-zephyrus-g16-price-in-india-127890,"₹ 194,990",16.00-inch,2560x1600 pixels,Ryzen 9,Windows 11 Pro,1TB,N/A,"{'Brand': 'Asus', 'Model': 'ROG Zephyrus G16', 'Price in India': '₹1,94,990', 'Release date': '27th August 2024', 'Launched in India': 'Yes', 'Model Number': 'GA605', 'Model Name': 'ROG Zephyrus G16', 'Series': 'ROG Zephyrus', 'Dimensions (mm)': '354.00 x 24.60 x 14.90', 'Weight (kg)': '1.85', 'Operating system': 'Windows 11 Pro', 'Battery Capacity (WHR)': '90', 'Size': '16.00-inch', 'Resolution': '2560x1600 pixels', 'Refresh Rate': '240Hz', 'Processor': 'AMD Ryzen 9 HX 370', 'RAM': '16GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 4060', 'Dedicated Graphic Memory Type': 'GDDR6', 'SSD': '1TB', 'Wi-Fi 7': 'Yes', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac/ax', 'Bluetooth version': '5.4', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Speakers': 'Stereo Speakers', 'USB 4.0 (Type C)': '1', 'Number of USB Ports': '4', 'USB 3.2 Gen 1 (Type A)': '2', 'USB 3.2 Gen 2 (Type C)': '1', 'HDMI Port': 'Yes', 'Multi Card Slot': 'SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
Dell XPS 13 (9345),https://www.gadgets360.com/dell-xps-13-9345-price-in-india-127786,"₹ 155,289",13.40-inch,2880x1800 pixels,Snapdragon X Elite,Windows 11,512GB,N/A,"{'Brand': 'Dell', 'Model': 'XPS 13 (9345)', 'Price in India': '₹1,55,289', 'Release date': '22nd August 2024', 'Launched in India': 'Yes', 'Model Number': '9345', 'Model Name': 'Dell XPS 13', 'Series': 'Dell XPS', 'Dimensions (mm)': '15.30 x 295.30 x 199.10', 'Weight (kg)': '1.19', 'Colours': 'Graphite', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '55', 'Size': '13.40-inch', 'Resolution': '2880x1800 pixels', 'Touch Screen': 'Yes', 'Refresh Rate': '60Hz', 'Processor': 'Qualcomm Snapdragon X Elite X1E-80-100', 'RAM': '16GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Qualcomm Adreno GPU', 'SSD': '512GB', 'Wi-Fi 7': 'Yes', 'Bluetooth version': '5.4', 'Web Camera': '2-megapixel', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '4 Speakers', 'Finger Print Sensor': 'Yes', 'USB 4.0 (Type C)': '2'}"
Acer Nitro V 16,https://www.gadgets360.com/acer-nitro-v-16-price-in-india-127707,"₹ 109,990",16.00-inch,1920x1200 pixels,Ryzen 7,Windows 11,1TB,N/A,"{'Brand': 'Acer', 'Model': 'Nitro V 16', 'Price in India': '₹1,09,990', 'Release date': '20th August 2024', 'Launched in India': 'Yes', 'Model Number': 'ANV16-41-R14U', 'Model Name': 'Acer Nitro V 16 AMD', 'Series': 'Acer Nitro', 'Dimensions (mm)': '362.30 x 239.89 x 23.50', 'Weight (kg)': '2.5', 'Colours': 'Obsidian Black', 'Operating system': 'Windows 11', 'Battery Life (up to hours)': '7', 'Battery Capacity (WHR)': '59', 'Size': '16.00-inch', 'Resolution': '1920x1200 pixels', 'Touch Screen': 'No', 'Refresh Rate': '165Hz', 'Processor': 'AMD Ryzen 7 8845HS', 'RAM': '16GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 4060', 'Dedicated Graphic Memory': '8GB', 'Dedicated Graphic Memory Type': 'GDDR6', 'SSD': '1TB', 'Wi-Fi standards supported': '802.11 ax', 'Bluetooth version': '5.1', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Speakers': '2 Speakers', 'Finger Print Sensor': 'No', 'USB 4.0 (Type C)': '1', 'USB 3.2 Gen 1 (Type A)': '1', 'USB 3.2 Gen 2 (Type C)': '1', 'HDMI Port': 'Standard', 'Lock Slot': 'Kensington Lock Port'}"
Infinix InBook Y3 Max,https://www.gadgets360.com/infinix-inbook-y3-max-price-in-india-127661,"₹ 29,999",16.00-inch,N/A,N/A,Windows 11,512GB,N/A,"{'Brand': 'Infinix', 'Model': 'InBook Y3 Max', 'Price in India': '₹29,999', 'Release date': '14th August 2024', 'Launched in India': 'Yes', 'Model Name': 'Infinix InBook Y3 Max', 'Series': 'InBook Y3 Max', 'Weight (kg)': '1.78', 'Colours': 'Blue, Grey, Silver', 'Material': 'Aluminium', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '70', 'Size': '16.00-inch', 'Touch Screen': 'No', 'RAM': '16GB', 'Dedicated Graphics': 'No', 'SSD': '512GB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Web Camera': '1080-megapixel', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'Number of USB Ports': '4', 'USB Ports': '2 x USB 3.0 (Type C), 2 x USB 3.1 Gen 1 (Type C)', 'HDMI Port': 'Yes', 'Multi Card Slot': 'SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes', 'Mic In': 'Yes'}"
Acer Chromebook Plus 15,https://www.gadgets360.com/acer-chromebook-plus-15-price-in-india-127642,"₹ 44,990",15.60-inch,1920x1080 pixels,N/A,Chrome OS,256GB,1.68 kg,"{'Brand': 'Acer', 'Model': 'Chromebook Plus 15', 'Price in India': '₹44,990', 'Release date': '14th August 2024', 'Launched in India': 'Yes', 'Model Number': 'CB515-2H', 'Model Name': 'Chromebook Plus 515', 'Series': 'Chromebook Plus', 'Dimensions (mm)': '360.60 x 238.40 x 19.95', 'Weight (kg)': '1.68', 'Operating system': 'Chrome OS', 'Battery Capacity (WHR)': '53', 'Battery Cell': '3', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Refresh Rate': '60Hz', 'RAM': '8GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Intel UHD Graphics', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 ax', 'Bluetooth version': '5.2', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'USB Ports': '2 x USB 3.1 Gen 2 (Type C)', 'USB 3.2 Gen 1 (Type A)': '2', 'Multi Card Slot': 'SD Card Reader', 'Lock Slot': 'Kensington Lock Port', 'Headphone and Mic Combo Jack': 'Yes'}"
Acer Chromebook Plus 14,https://www.gadgets360.com/acer-chromebook-plus-14-price-in-india-127641,"₹ 35,990",14.00-inch,1920x1080 pixels,Intel Core,Chrome OS,256GB,N/A,"{'Brand': 'Acer', 'Model': 'Chromebook Plus 14', 'Price in India': '₹35,990', 'Release date': '14th August 2024', 'Launched in India': 'Yes', 'Model Number': 'CB514-4H', 'Model Name': 'Chromebook Plus 514', 'Series': 'Chromebook Plus', 'Dimensions (mm)': '326.87 x 224.93 x 20.50', 'Weight (kg)': '1.43', 'Operating system': 'Chrome OS', 'Battery Capacity (WHR)': '53', 'Battery Cell': '3', 'Size': '14.00-inch', 'Resolution': '1920x1080 pixels', 'Refresh Rate': '60Hz', 'Processor': 'Intel Intel Core 12th Gen i3-N305', 'RAM': '8GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Intel UHD Graphics', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 ax', 'Bluetooth version': '5.2', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'USB 3.2 Gen 1 (Type A)': '2', 'USB 3.2 Gen 2 (Type C)': '2', 'Multi Card Slot': 'SD Card Reader', 'Lock Slot': 'Kensington Lock Port', 'Headphone and Mic Combo Jack': 'Yes'}"
Lenovo Yoga Slim 7x,https://www.gadgets360.com/lenovo-yoga-slim-7x-price-in-india-127414,"₹ 150,990",14.50-inch,2944x1840 pixels,Snapdragon X Elite,Windows 11,1TB,N/A,"{'Brand': 'Lenovo', 'Model': 'Yoga Slim 7x', 'Price in India': '₹1,50,990', 'Release date': '7th August 2024', 'Launched in India': 'Yes', 'Series': 'Yoga Slim', 'Weight (kg)': '1.28', 'Colours': 'Cosmic Blue', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '70', 'Size': '14.50-inch', 'Resolution': '2944x1840 pixels', 'Touch Screen': 'Yes', 'Refresh Rate': '90Hz', 'Processor': 'Qualcomm Snapdragon X Elite', 'RAM': '32GB', 'Graphics Processor': 'Qualcomm Adreno GPU', 'SSD': '1TB', 'Bluetooth version': '5.3', 'Web Camera': '1080p', 'Pointer Device': 'Trackpad', 'Backlit Keyboard': 'Yes', 'Internal Mic': 'Yes', 'USB Ports': '3 x USB 3.1 Gen 1 (Type C)'}"
MSI Stealth 16 Mercedes-AMG Motorsport A1V,https://www.gadgets360.com/msi-stealth-16-mercedes-amg-motorsport-a1v-price-in-india-127407,"₹ 319,990",16.00-inch,2560x1600 pixels,Intel Core Ultra 9,Windows 11,2TB,N/A,"{'Brand': 'MSI', 'Model': 'Stealth 16 Mercedes-AMG Motorsport A1V', 'Price in India': '₹3,19,990', 'Release date': '6th August 2024', 'Launched in India': 'Yes', 'Model Number': 'A1VGG-295IN', 'Model Name': 'Stealth 16 MercedesAMG', 'Series': 'Stealth', 'Dimensions (mm)': '259.70 x 355.80 x 19.95', 'Weight (kg)': '1.99', 'Colours': 'Selenite Gray', 'Material': 'Aluminium', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '99.9', 'Battery Cell': '4', 'Size': '16.00-inch', 'Resolution': '2560x1600 pixels', 'Refresh Rate': '240Hz', 'Processor': 'Intel Intel Core Ultra 9 185H', 'RAM': '16GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 4070', 'Dedicated Graphic Memory': '8GB', 'Dedicated Graphic Memory Type': 'GDDR6', 'SSD': '2TB', 'Wi-Fi 7': 'Yes', 'Bluetooth version': '5.4', 'Web Camera': 'Yes', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'Yes', 'USB 4.0 (Type C)': '1', 'USB 3.2 Gen 2 (Type C)': '1', 'HDMI Port': 'Yes', 'Multi Card Slot': '1 Micro SD Card Reader'}"
Dell Latitude 7455,https://www.gadgets360.com/dell-latitude-7455-price-in-india-127362,"₹ 159,990",14.00-inch,2560x1600 pixels,Snapdragon,Windows 11 Pro,512GB,N/A,"{'Brand': 'Dell', 'Model': 'Latitude 7455', 'Price in India': '₹1,59,990', 'Release date': '1st August 2024', 'Launched in India': 'Yes', 'Model Name': 'Latitude 7455', 'Dimensions (mm)': '223.75 x 314.00 x 16.90', 'Weight (kg)': '1.44', 'Colours': 'Titan Grey', 'Material': 'Aluminium', 'Operating system': 'Windows 11 Pro', 'Battery Life (up to hours)': '22', 'Battery Capacity (WHR)': '54', 'Size': '14.00-inch', 'Resolution': '2560x1600 pixels', 'Touch Screen': 'Yes', 'Processor': 'Qualcomm Snapdragon X Elite X1E-80-100', 'RAM': '16GB', 'Graphics Processor': 'Qualcomm Adreno GPU', 'SSD': '512GB', 'Wi-Fi 7': 'Yes', '5G': 'Yes', 'Bluetooth version': '5.4', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Speakers': '4 Speakers', 'Finger Print Sensor': 'Yes', 'USB 4.0 (Type C)': '2', 'USB 3.2 Gen 1 (Type A)': '1', 'Multi Card Slot': '1 Micro SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
HP OmniBook X,https://www.gadgets360.com/hp-omnibook-x-price-in-india-127287,N/A,14.00-inch,"2,240x1,400 pixels",Snapdragon X Elite,Windows 11,1TB,N/A,"{'Brand': 'HP', 'Model': 'OmniBook X', 'Price in India': '₹137,000', 'Release date': '25th July 2024', 'Launched in India': 'Yes', 'Model Number': 'A99B8PA', 'Model Name': 'OmniBook X', 'Series': 'OmniBook X', 'Dimensions (mm)': '223.50 x 312.90 x 14.30', 'Weight (kg)': '1.34', 'Colours': 'Meteor Silver', 'Operating system': 'Windows 11', 'Battery Life (up to hours)': '26', 'Battery Capacity (WHR)': '59', 'Size': '14.00-inch', 'Resolution': '2,240x1,400 pixels', 'Touch Screen': 'Yes', 'Processor': 'Qualcomm Snapdragon X Elite X1E-78-100', 'Base Clock Speed': '3.4 GHz', 'RAM': '16GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Qualcomm Adreno GPU', 'SSD': '1TB', 'Bluetooth version': '5.2', 'Web Camera': '5-megapixel', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'USB 4.0 (Type C)': '1', 'USB Ports': '1 x USB 3.0 (Type A), 1 x USB 3.0 (Type C)', 'Headphone and Mic Combo Jack': 'Yes'}"
Acer Aspire 3D 15 Spatiallabs,https://www.gadgets360.com/acer-aspire-3d-15-spatiallabs-price-in-india-127248,"₹ 149,999",15.60-inch,1920x2160 pixels,Core i7,Windows 11,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire 3D 15 Spatiallabs', 'Price in India': '₹1,49,999', 'Release date': '24th July 2024', 'Launched in India': 'Yes', 'Model Name': 'Acer Aspire 3D 15 Spatiallabs', 'Series': 'Aspire', 'Colours': 'Black', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '50Wh', 'Size': '15.60-inch', 'Resolution': '1920x2160 pixels', 'Processor': 'Intel Core i7 13th Gen', 'RAM': '32GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 4050', 'Hard disk': '2TB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Web Camera': 'Yes', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Thunderbolt 4 (Type C)': '1', 'HDMI Port': 'Yes'}"
"Asus Vivobook S 15 OLED (2024, Copilot+)",https://www.gadgets360.com/asus-vivobook-s-15-oled-2024-copilot-plus-price-in-india-126889,"₹ 124,990",15.60-inch,2880x1620 pixels,Snapdragon X Elite,Windows 11,N/A,N/A,"{'Brand': 'Asus', 'Model': 'Vivobook S 15 OLED (2024, Copilot+)', 'Price in India': '₹1,24,990', 'Release date': '9th July 2024', 'Launched in India': 'Yes', 'Model Number': 'S5507', 'Model Name': 'Vivobook S 15 OLED Copilot+', 'Series': 'Vivobook S', 'Dimensions (mm)': '352.60 x 226.90 x 15.90', 'Weight (kg)': '1.42', 'Colours': 'Cool Silver', 'Material': 'Aluminium', 'Operating system': 'Windows 11', 'Battery Life (up to hours)': '17', 'Battery Capacity (WHR)': '70', 'Battery Cell': '3', 'Size': '15.60-inch', 'Resolution': '2880x1620 pixels', 'Touch Screen': 'No', 'Refresh Rate': '120Hz', 'Processor': 'Qualcomm Snapdragon X Elite', 'Burst Clock Speed': '3.4GHz', 'Cache': '42MB', 'RAM': '16GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Qualcomm Adreno GPU', 'Hard disk': 'No', 'SSD': '1TB', 'Wi-Fi 7': 'Yes', 'Bluetooth version': '5.4', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'USB 4.0 (Type C)': '2', 'Number of USB Ports': '4', 'USB 3.2 Gen 1 (Type A)': '2', 'HDMI Port': 'Standard', 'Multi Card Slot': '1 Micro SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
Infinix ZeroBook Ultra,https://www.gadgets360.com/infinix-zerobook-ultra-price-in-india-126775,"₹ 59,990",15.60-inch,1080x1920 pixels,Intel Core Ultra 5,N/A,N/A,N/A,"{'Size': '15.60-inch', 'Resolution': '1080x1920 pixels', 'Processor': 'Intel Intel Core Ultra 5', 'RAM': '16GB', 'Bluetooth version': '5.3', 'Web Camera': 'Yes', 'Backlit Keyboard': 'Yes', 'Speakers': '2 Speakers'}"
Lenovo Yoga Pro 7i,https://www.gadgets360.com/lenovo-yoga-pro-7i-price-in-india-126624,"₹ 150,000",14.50-inch,2880x1800 pixels,Intel Core Ultra 7,Windows 11,N/A,N/A,"{'Brand': 'Lenovo', 'Model': 'Yoga Pro 7i', 'Price in India': '₹1,50,000', 'Release date': '20th June 2024', 'Launched in India': 'Yes', 'Model Name': 'Pro 7i', 'Series': 'Yoga', 'Dimensions (mm)': '325.50 x 226.49 x 16.60', 'Weight (kg)': '1.59', 'Material': 'Aluminium', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '73', 'Size': '14.50-inch', 'Resolution': '2880x1800 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Intel Core Ultra 7 155H', 'Burst Clock Speed': '4.8 GHz', 'Cache': '24MB', 'RAM': '16GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 4050', 'Dedicated Graphic Memory': '6GB', 'Dedicated Graphic Memory Type': 'GDDR6', 'Hard disk': 'No', 'SSD': '1TB', 'Wi-Fi standards supported': '802.11 ax', 'Bluetooth version': '5.3', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '4 Speakers', 'Number of USB Ports': '3', 'USB 3.2 Gen 1 (Type A)': '1', 'USB 3.2 Gen 2 (Type C)': '1', 'Thunderbolt 4 (Type C)': '1', 'HDMI Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
Acer ALG Gaming Laptop,https://www.gadgets360.com/acer-alg-gaming-laptop-price-in-india-126395,"₹ 56,990",15.60-inch,1920x1080 pixels,Core,Windows 11,N/A,N/A,"{'Brand': 'Acer', 'Model': 'ALG Gaming Laptop', 'Price in India': '₹56,990', 'Release date': '11th June 2024', 'Launched in India': 'Yes', 'Model Number': 'AL15G-52', 'Series': 'ALG', 'Dimensions (mm)': '48.10 x 32.40 x 9.20', 'Weight (kg)': '1.99', 'Colours': 'Steel Gray', 'Material': 'Metal', 'Operating system': 'Windows 11', 'Battery Capacity (WHR)': '54', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core 12450H', 'Burst Clock Speed': '3.3GHz', 'RAM': '16GB', 'Expandable RAM up to (GB)': '64GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce RTX 3050', 'Dedicated Graphic Memory': '6GB', 'Dedicated Graphic Memory Type': 'GDDR6', 'Hard disk': '512GB', 'Bluetooth version': '5.1', 'Ethernet': 'Yes', 'Web Camera': '1-megapixel', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'USB Ports': '1 x USB 2.0', 'USB 3.2 Gen 1 (Type A)': '1', 'USB 3.2 Gen 2 (Type C)': '2', 'HDMI Port': 'Standard', 'RJ45 (LAN)': 'Yes'}"
Asus Vivobook S 14 OLED 2024,https://www.gadgets360.com/asus-vivobook-s-14-oled-2024-price-in-india-126044,"₹ 89,990",14.00-inch,3200x2000 pixels,Ryzen 5,Windows 11,1TB,1.30 kg,"{'Brand': 'Asus', 'Model': 'Vivobook S 14 OLED 2024', 'Price in India': '₹89,990', 'Release date': '21st May 2024', 'Launched in India': 'Yes', 'Model Number': 'M5406NA-QD551WS', 'Model Name': 'Asus Vivobook S 14 OLED', 'Series': 'Asus Vivobook S', 'Thickness': '1.39', 'Weight (kg)': '1.3', 'Colours': 'Black', 'Operating system': 'Windows 11', 'Battery Life (up to hours)': '10', 'Battery Capacity (WHR)': '75', 'Size': '14.00-inch', 'Resolution': '3200x2000 pixels', 'Refresh Rate': '120Hz', 'Processor': 'AMD Ryzen 5', 'RAM': '16GB', 'SSD': '1TB', '4G LTE': 'Yes', 'Web Camera': 'Yes', 'Pointer Device': 'Yes', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '1 Speaker', 'USB 3.2 Gen 1 (Type A)': '2', 'USB 3.2 Gen 2 (Type C)': '1', 'Thunderbolt 4 (Type C)': '1', 'HDMI Port': 'Yes', 'Multi Card Slot': '1 Micro SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
Asus Vivobook S 15 OLED (2024),https://www.gadgets360.com/asus-vivobook-s-15-oled-2024-price-in-india-126043,"₹ 96,990",15.60-inch,3200x2000 pixels,Intel Core Ultra 5,Windows 11,1TB,N/A,"{'Brand': 'Asus', 'Model': 'Vivobook S 15 OLED (2024)', 'Price in India': '₹96,990', 'Release date': '21st May 2024', 'Launched in India': 'Yes', 'Model Number': 'S5506MA-MA551WS', 'Model Name': 'Asus Vivobook S 15', 'Series': 'Asus Vivobook S', 'Thickness': '1.39', 'Weight (kg)': '1.5', 'Colours': 'Mist Blue, Neutral Black', 'Operating system': 'Windows 11', 'Battery Life (up to hours)': '10', 'Battery Capacity (WHR)': '75', 'Size': '15.60-inch', 'Resolution': '3200x2000 pixels', 'Refresh Rate': '120Hz', 'Processor': 'Intel Intel Core Ultra 5 125H', 'RAM': '16GB', 'Graphics Processor': 'Intel Arc GPU', 'SSD': '1TB', 'Web Camera': 'Yes', 'Pointer Device': 'Yes', 'Backlit Keyboard': 'Yes', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'USB 3.2 Gen 1 (Type A)': '2', 'Thunderbolt 4 (Type C)': '2', 'HDMI Port': 'Yes', 'Multi Card Slot': '1 Micro SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
