Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight
HP Envy x360 15 (2022),https://www.gadgets360.com/hp-hp-envy-x360-15-2022-price-in-india-109012,"₹ 70,000",15.60-inch,1440x2560 pixels,Core i7,Windows 11,1TB,N/A
HP Envy x360 13 (2022),https://www.gadgets360.com/hp-envy-x360-13-2022-price-in-india-109011,"₹ 70,000",13.30-inch,"1,800x2,880 pixels",Core i7,N/A,N/A,N/A
Dell G15 (5521) Special Edition,https://www.gadgets360.com/dell-g15-5521-special-edition-price-in-india-108781,"₹ 118,990",15.60-inch,2560x1440 pixels,Core i7,Windows 11,N/A,N/A
Dell G15 (5520),https://www.gadgets360.com/dell-g15-5520-price-in-india-108780,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 11,N/A,N/A
Asus Vivobook 15 (X1502),https://www.gadgets360.com/asus-vivobook-15-x1502-price-in-india-108677,"₹ 57,990",15.60-inch,"1,080x1,920 pixels",Core i5,N/A,512GB,N/A
Asus Vivobook 14 (X1402),https://www.gadgets360.com/asus-vivobook-14-x1402-price-in-india-108676,"₹ 45,990",14.00-inch,"1,080x1,920 pixels",Core i5,Windows 11,512GB,1.50 kg
Asus Zenbook 14 OLED,https://www.gadgets360.com/asus-zenbook-14-oled-price-in-india-108673,"₹ 89,990",14.00-inch,"1,800x2,880 pixels",Core i7,Windows 11,1TB,N/A
Asus Vivobook S 15 OLED (2022),https://www.gadgets360.com/asus-vivobook-s-15-oled-2022-price-in-india-108592,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 11,1TB,N/A
Asus Vivobook S 14 OLED AMD (2022),https://www.gadgets360.com/asus-vivobook-s-14-oled-amd-2022-price-in-india-108591,N/A,14.00-inch,2880x1800 pixels,Core i7,Windows 11,1TB,N/A
Asus BR1100F (2022),https://www.gadgets360.com/asus-br1100f-2022-price-in-india-108064,"₹ 29,999",11.60-inch,1366x768 pixels,Pentium Core,Windows 10 Home,128GB,N/A
Asus BR1100C (2022),https://www.gadgets360.com/asus-br1100c-2022-price-in-india-108063,"₹ 24,999",11.60-inch,1366x768 pixels,Pentium Core,Windows 10 Home,128GB,N/A
LG Gram 14 (14Z90Q),https://www.gadgets360.com/lg-gram-14-14z90q-price-in-india-108004,N/A,14.00-inch,1920x1200 pixels,Core i7,Windows,512GB,N/A
Asus ZenBook S 13 OLED (UM5302),https://www.gadgets360.com/asus-zenbook-s-13-oled-price-in-india-107896,"₹ 99,990",13.30-inch,2880x1800 pixels,Ryzen 5,Windows 11,512GB,N/A
HP Pavilion 15 EG2036TU,https://www.gadgets360.com/hp-pavilion-15-eg2036tu-price-in-india-107790,"₹ 65,999",15.60-inch,1920x1080 pixels,Core i5,Windows 11,512GB,1.75 kg
HP Chromebook x360 14a (Intel),https://www.gadgets360.com/hp-chromebook-x360-14a-intel-price-in-india-107506,"₹ 29,999",14.00-inch,1366x768 pixels,Celeron,Chrome OS,N/A,1.49 kg
Asus ROG Zephyrus M16 2022 Edition,https://www.gadgets360.com/asus-rog-zephyrus-m16-2022-edition-price-in-india-107419,"₹ 179,990",16.00-inch,2560x1600 pixels,Core i7,Windows 10 Professional,1TB,N/A
Avita Satus Ultimus,https://www.gadgets360.com/avita-satus-ultimus-price-in-india-107385,"₹ 29,990",14.10-inch,1920x1080 pixels,Celeron,Windows 11,N/A,N/A
Asus ZenBook 14 Flip OLED (UN5401),https://www.gadgets360.com/asus-zenbook-14-flip-oled-un5401-price-in-india-106870,N/A,14.00-inch,2880x1800 pixels,Ryzen 5,Windows 11,512GB,N/A
Samsung Galaxy Book 2,https://www.gadgets360.com/samsung-galaxy-book-2-price-in-india-106838,"₹ 65,990",15.60-inch,N/A,N/A,Windows 11,N/A,N/A
Asus TUF F17 (2022),https://www.gadgets360.com/asus-tuf-f17-2022-price-in-india-106780,"₹ 135,990",17.30-inch,1920x1080 pixels,Core i7,Windows 11,N/A,N/A
Asus TUF F15 (2022),https://www.gadgets360.com/asus-tuf-f15-2022-price-in-india-106778,"₹ 114,990",15.60-inch,1920x1080 pixels,Core i7,Windows 11,N/A,N/A
Asus TUF A17 (2022),https://www.gadgets360.com/asus-tuf-a17-2022-price-in-india-106777,"₹ 109,990",17.00-inch,1920x1080 pixels,Ryzen,Windows 11,N/A,N/A
Asus TUF A15 (2022),https://www.gadgets360.com/asus-tuf-a15-2022-price-in-india-106775,N/A,15.60-inch,1920x1080 pixels,Ryzen,Windows 11,N/A,N/A
Asus Vivobook 13 Slate OLED,https://www.gadgets360.com/asus-vivobook-13-slate-oled-price-in-india-106445,"₹ 45,990",13.30-inch,1920x1080 pixels,Pentium,Windows 11,256GB,N/A
Lenovo Legion Slim 7 (2022),https://www.gadgets360.com/lenovo-legion-slim-7-2022-price-in-india-106354,"₹ 144,990",15.60-inch,2560x1440 pixels,Ryzen 7,Windows 11,1TB,N/A
Realme Book Prime,https://www.gadgets360.com/realme-book-prime-price-in-india-106344,N/A,14.00-inch,2160x1440 pixels,Core i5,Windows 11,512GB,N/A
Samsung Galaxy Book 2 (SSD),https://www.gadgets360.com/samsung-galaxy-book-2-ssd-price-in-india-106277,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 11,256GB,N/A
Samsung Galaxy Book 2 Pro 360 13.3,https://www.gadgets360.com/samsung-galaxy-book-2-pro-360-13-3-price-in-india-106275,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 11,512GB,N/A
Samsung Galaxy Book 2 Pro 15.6 (Internal Graphics),https://www.gadgets360.com/samsung-galaxy-book-2-pro-15-6-internal-graphics-price-in-india-106273,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 11,1TB,N/A
Samsung Galaxy Book 2 Pro 13.3,https://www.gadgets360.com/samsung-galaxy-book-2-pro-13-3-price-in-india-106272,N/A,13.30-inch,1920x1080 pixels,Core i5,Windows 11,1TB,N/A
Lenovo IdeaPad Gaming 3 (2022),https://www.gadgets360.com/lenovo-ideapad-gaming-3-2022-price-in-india-106261,N/A,16.00-inch,2560x1440 pixels,Ryzen 7,Chrome OS,N/A,N/A
Acer Predator Helios 300 (PH315-54),https://www.gadgets360.com/acer-predator-helios-300-ph315-54-price-in-india-106009,N/A,15.60-inch,1920x1080 pixels,Core i9,Windows 11,1TB,2.30 kg
MSI Stealth GS66 12UGS (i7),https://www.gadgets360.com/msi-stealth-gs66-12ugs-i7-price-in-india-105611,"₹ 313,990",15.60-inch,2560x1440 pixels,Core i7,N/A,N/A,N/A
MSI Katana GF66 12UC,https://www.gadgets360.com/msi-katana-gf66-12uc-price-in-india-105610,"₹ 111,990",15.60-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.25 kg
MSI Katana GF66 12UD,https://www.gadgets360.com/msi-katana-gf66-12ud-price-in-india-105609,"₹ 123,990",15.60-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.25 kg
MSI Katana GF66 12UE,https://www.gadgets360.com/msi-katana-gf66-12ue-price-in-india-105608,"₹ 145,990",15.60-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.25 kg
MSI Katana GF76 12UD,https://www.gadgets360.com/msi-katana-gf76-12ud-price-in-india-105607,"₹ 128,990",17.30-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.60 kg
MSI Katana GF76 12UE,https://www.gadgets360.com/msi-katana-gf76-12ue-price-in-india-105606,"₹ 151,990",17.30-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.60 kg
MSI Crosshair 15 Rainbow Six Extraction Edition B12UGZ,https://www.gadgets360.com/msi-crosshair-15-rainbow-six-extraction-edition-b12ugz-price-in-india-105605,"₹ 190,990",15.60-inch,2560x1440 pixels,Core i7,Windows 11,N/A,2.25 kg
MSI Crosshair 15 B12UEZ,https://www.gadgets360.com/msi-crosshair-15-b12uez-price-in-india-105604,"₹ 156,990",15.60-inch,2560x1440 pixels,Core i7,Windows 11,N/A,2.25 kg
MSI Pulse GL76 12UEK,https://www.gadgets360.com/msi-pulse-gl76-12uek-price-in-india-105602,"₹ 162,990",17.30-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.60 kg
MSI Pulse GL66 12UEK,https://www.gadgets360.com/msi-pulse-gl66-12uek-price-in-india-105601,"₹ 156,990",15.60-inch,2560x1440 pixels,Core i7,Windows 11,N/A,2.25 kg
MSI Vector GP76 12UGS,https://www.gadgets360.com/msi-vector-gp76-12ugs-price-in-india-105600,"₹ 223,990",17.30-inch,2560x1440 pixels,Core i7,Windows 11,N/A,2.90 kg
MSI Vector GP76 12UH,https://www.gadgets360.com/msi-vector-gp76-12uh-price-in-india-105599,"₹ 246,990",17.30-inch,2560x1440 pixels,Core i7,Windows 11,N/A,2.90 kg
MSI Vector GP66 12UGS,https://www.gadgets360.com/msi-vector-gp66-12ugs-price-in-india-105598,"₹ 212,990",15.60-inch,2560x1440 pixels,Core i7,Windows 11,N/A,N/A
MSI Vector GP66 12UH,https://www.gadgets360.com/msi-vector-gp66-12uh-price-in-india-105597,"₹ 240,990",15.60-inch,2560x1440 pixels,Core i7,Windows 11,N/A,N/A
MSI Raider GE76 12UGS,https://www.gadgets360.com/msi-ge76-12ugs-price-in-india-105595,"₹ 285,990",17.30-inch,3840x2160 pixels,Core i7,Windows 11,N/A,N/A
MSI Raider GE76 12UHS,https://www.gadgets360.com/msi-raider-ge76-12uhs-price-in-india-105594,N/A,17.30-inch,1920x1080 pixels,Core i9,Windows 11,1TB,N/A
MSI Raider GE66 12UGS,https://www.gadgets360.com/msi-raider-ge66-12ugs-price-in-india-105593,"₹ 279,990",17.30-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.38 kg
MSI Raider GE66 12UHS (i7),https://www.gadgets360.com/msi-raider-ge66-12uhs-i7-price-in-india-105592,"₹ 414,990",17.30-inch,1920x1080 pixels,Core i7,Windows 11,N/A,2.38 kg
MSI Raider GE66 12UHS,https://www.gadgets360.com/msi-raider-ge66-12uhs-price-in-india-105591,"₹ 447,990",17.30-inch,1920x1080 pixels,Core i9,Windows 11,N/A,2.38 kg
MSI Stealth GS66 12UGS,https://www.gadgets360.com/msi-stealth-gs66-12ugs-price-in-india-105590,"₹ 330,990",15.60-inch,2560x1440 pixels,Core i9,N/A,N/A,N/A
MSI Stealth GS77 12UGS,https://www.gadgets360.com/msi-stealth-gs77-12ugs-price-in-india-105589,"₹ 335,990",17.30-inch,3840x2160 pixels,Core i7,N/A,N/A,N/A
MSI Stealth GS77 12UHS,https://www.gadgets360.com/msi-stealth-gs77-12uhs-price-in-india-105587,"₹ 481,990",17.30-inch,3840x2160 pixels,Core i9,N/A,N/A,N/A
Asus ROG Zephyrus G14 2024,https://www.gadgets360.com/asus-rog-zephyrus-g14-2024-price-in-india-126663,"₹ 174,990",14.00-inch,1080x2880 pixels,Ryzen,Windows 11,1TB,N/A
Asus Zenbook 17 Fold OLED UX9702,https://www.gadgets360.com/asus-zenbook-17-fold-oled-ux9702-price-in-india-105129,N/A,17.30-inch,2560x1920 pixels,Core i7,Windows 11,1TB,N/A
Dell Alienware m15 R7,https://www.gadgets360.com/dell-alienware-m15-r7-price-in-india-105044,"₹ 164,990",15.60-inch,1920x1080 pixels,Core i7,Windows 11,256GB,N/A
Dell XPS 13 Plus,https://www.gadgets360.com/dell-xps-13-plus-price-in-india-105043,N/A,13.40-inch,1920x1200 pixels,Core i7,Windows 11,N/A,N/A
Dell Alienware x17 R2,https://www.gadgets360.com/dell-alienware-x17-r2-price-in-india-105042,"₹ 299,990",17.30-inch,1920x1080 pixels,Core i7,Windows 11,1TB,N/A
Acer Nitro 5 (AN515-46),https://www.gadgets360.com/acer-nitro-5-an515-46-price-in-india-105040,N/A,15.60-inch,2560x1440 pixels,N/A,Windows 11,N/A,N/A
Acer Nitro 5 (AN515-58),https://www.gadgets360.com/acer-nitro-5-an515-58-price-in-india-105039,"₹ 84,999",15.60-inch,1920x1080 pixels,Core i5,Windows 11,512GB,N/A
Dell Alienware x15 R2,https://www.gadgets360.com/dell-alienware-x15-r2-price-in-india-105037,"₹ 249,990",15.60-inch,1920x1080 pixels,Core i7,Windows 11,256GB,N/A
Dell Alienware x14,https://www.gadgets360.com/dell-alienware-x14-price-in-india-105035,"₹ 169,990",14.00-inch,1920x1080 pixels,Core i5,Windows 11,256GB,N/A
Asus ROG Zephyrus G15 (2022),https://www.gadgets360.com/asus-rog-zephyrus-g15-2022-price-in-india-105023,N/A,15.00-inch,2560x1440 pixels,Ryzen,Windows 11,1TB,N/A
Asus ROG Strix G17 (2022),https://www.gadgets360.com/asus-strix-g17-2022-price-in-india-105019,N/A,17.30-inch,2560x1440 pixels,Ryzen,Windows 11,1TB,N/A
Asus ROG Strix G15 (2022),https://www.gadgets360.com/asus-strix-g15-2022-price-in-india-105017,N/A,15.60-inch,2560x1440 pixels,Ryzen,Windows 11,1TB,N/A
Asus ROG Strix SCAR 17 (2022),https://www.gadgets360.com/asus-rog-strix-scar-17-2022-price-in-india-105013,"₹ 259,990",17.30-inch,2560x1440 pixels,Intel Core,Windows 11,2TB,N/A
Asus ROG Strix SCAR 15 (2022),https://www.gadgets360.com/asus-rog-strix-scar-15-2022-price-in-india-105012,"₹ 264,990",15.60-inch,2560x1440 pixels,Intel Core,Windows 11,2TB,N/A
Asus ExpertBook B1400,https://www.gadgets360.com/asus-expertbook-b1400-price-in-india-104837,"₹ 48,990",14.00-inch,"1,920x1,080 pixels",Core i3,Windows 10,1TB,N/A
Asus Chromebook CX1101,https://www.gadgets360.com/asus-asus-chromebook-cx1101-price-in-india-104791,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,N/A,N/A
Infinix InBook X1 Pro,https://www.gadgets360.com/infinix-inbook-x1-pro-price-in-india-104709,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 11,512GB,1.48 kg
Infinix InBook X1,https://www.gadgets360.com/infinix-inbook-x1-price-in-india-104564,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 11,512GB,1.48 kg
Lenovo IdeaPad Slim 5 (82FG01BAIN),https://www.gadgets360.com/lenovo-ideapad-slim-5-82fg01bain-price-in-india-104457,"₹ 66,988",15.60-inch,1920x1080 pixels,Core i5,Windows 11,512GB,N/A
Apple MacBook Pro 16-inch 2021,https://www.gadgets360.com/apple-macbook-pro-16-inch-2021-price-in-india-104316,N/A,16.20-inch,3546x2234 pixels,Apple M1 Pro,macOS,512GB,N/A
Apple MacBook Pro 14-inch 2021,https://www.gadgets360.com/apple-macbook-pro-14-inch-2021-price-in-india-104315,N/A,14.20-inch,3024x1964 pixels,Apple M1 Pro,macOS,512GB,N/A
Acer Aspire Vero (AV15-51),https://www.gadgets360.com/acer-aspire-vero-av15-51-price-in-india-104276,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 11,512GB,N/A
HP Chromebook x360 14a,https://www.gadgets360.com/hp-chromebook-x360-14a-price-in-india-104221,"₹ 32,999",14.00-inch,1366x768 pixels,N/A,Chrome OS,N/A,N/A
Acer Swift X (SFX14-41G),https://www.gadgets360.com/acer-swift-x-sfx14-41g-price-in-india-104191,N/A,14.00-inch,1920x1080 pixels,Ryzen 5,Windows 11,512GB,N/A
Acer Swift 3 (SF314-43),https://www.gadgets360.com/acer-swift-3-sf314-43-price-in-india-104190,N/A,14.00-inch,1920x1080 pixels,Ryzen 5,Windows 11,512GB,1.20 kg
Acer Swift 3 (SF314-511),https://www.gadgets360.com/acer-swift-3-sf314-511-price-in-india-104189,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 11,512GB,1.20 kg
Acer Aspire 5 (A515-56-5),https://www.gadgets360.com/acer-aspire-5-a515-56-5-price-in-india-104188,N/A,15.60-inch,1920x1080 pixels,N/A,Windows 11,256GB,N/A
Acer Aspire 5 (A514-54),https://www.gadgets360.com/acer-aspire-5-a514-54-price-in-india-104187,N/A,14.00-inch,N/A,Core i5,Windows 11,512GB,N/A
Asus Vivobook 15 OLED,https://www.gadgets360.com/asus-vivobook-15-oled-core-i3-price-in-india-104161,"₹ 46,990",15.60-inch,"1,920x1,080 pixels",Core i3,Windows 10 Genuine,256GB,N/A
Asus Vivobook Pro 15 OLED (AMD),https://www.gadgets360.com/asus-vivobook-pro-15-oled-amd-price-in-india-104800,"₹ 104,990",15.60-inch,1920x1080 pixels,Ryzen 7,Windows 10 Home,1TB,1.65 kg
Lenovo IdeaPad Flex 3i 11.6-inch Chromebook,https://www.gadgets360.com/lenovo-ideapad-flex-3i-11-6-inch-chromebook-price-in-india-104154,"₹ 30,990",11.60-inch,"1,366x768 pixels",Celeron,Chrome OS,N/A,1.25 kg
Lenovo IdeaPad 3i 14-inch Chromebook,https://www.gadgets360.com/lenovo-ideapad-3i-14-inch-chromebook-price-in-india-104153,"₹ 25,990",14.00-inch,"1,920x1,080 pixels",Celeron,Chrome OS,N/A,N/A
Lenovo IdeaPad 3i 11.6-inch Chromebook,https://www.gadgets360.com/lenovo-ideapad-3i-11-6-inch-chromebook-price-in-india-104152,"₹ 22,990",11.60-inch,"1,366x768 pixels",Celeron,Chrome OS,N/A,N/A
Nokia PureBook S14,https://www.gadgets360.com/nokia-purebook-s14-price-in-india-104140,"₹ 56,990",14.00-inch,1920x1080 pixels,Core i5,Windows 11,512GB,N/A
Lenovo Yoga 7 Slim Pro,https://www.gadgets360.com/lenovo-yoga-7-slim-pro-price-in-india-104038,N/A,16.00-inch,N/A,Ryzen 7,Windows 11,1TB,N/A
Lenovo IdeaPad Slim 5 Pro (AMD),https://www.gadgets360.com/lenovo-ideapad-slim-5-pro-amd-price-in-india-104023,"₹ 77,990",14.00-inch,2240x1400 pixels,Ryzen,Windows 10 Home,512GB,1.38 kg
Lenovo IdeaPad Slim 5 Pro (Intel),https://www.gadgets360.com/lenovo-ideapad-slim-5-pro-intel-price-in-india-104022,N/A,14.00-inch,2240x1400 pixels,Core i5,Windows 10 Home,512GB,1.38 kg
Asus ExpertBook B5 Flip OLED (B5302F),https://www.gadgets360.com/asus-expertbook-b5-oled-amd-price-in-india-104019,"₹ 139,000",13.30-inch,1920x1080 pixels,Core i5,Windows 10 Home,512GB,N/A
Asus VivoBook K15 OLED (KM513),https://www.gadgets360.com/asus-vivobook-pro-15-oled-amd-price-in-india-104018,N/A,15.60-inch,1920x1080 pixels,Ryzen 5000 Series,Windows 10,256GB,N/A
Asus Vivobook Pro 15 OLED,https://www.gadgets360.com/asus-vivobook-pro-15-oled-price-in-india-104017,"₹ 74,990",15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,512GB,N/A
Asus Vivobook Pro 14X OLED (AMD),https://www.gadgets360.com/asus-vivobook-pro-14x-oled-amd-price-in-india-104015,"₹ 109,990",14.00-inch,2880x1800 pixels,AMD Ryzen 5000 Series,Windows 10 Home,1TB,1.40 kg
Asus Vivobook Pro 14X OLED,https://www.gadgets360.com/asus-vivobook-pro-14x-oled-price-in-india-104014,"₹ 94,990",14.00-inch,2880x1800 pixels,Intel Core,Windows 10 Home,1TB,N/A
Asus Vivobook Pro 16X OLED (AMD),https://www.gadgets360.com/asus-vivobook-pro-16x-oled-amd-price-in-india-104011,"₹ 124,990",16.00-inch,3840x2400 pixels,AMD Ryzen 5000 Series,Windows 10 Home,1TB,1.95 kg
Asus Vivobook Pro 14 OLED (AMD),https://www.gadgets360.com/asus-vivobook-pro-14-oled-amd-price-in-india-104006,"₹ 94,990",14.00-inch,2880x1800 pixels,Ryzen 5,Windows 10 Home,512GB,1.40 kg
Asus Vivobook Pro 14 OLED,https://www.gadgets360.com/asus-vivobook-pro-14-oled-price-in-india-104005,N/A,14.00-inch,2880x1800 pixels,Core i5,Windows 10,256GB,1.40 kg
Asus ProArt Studiobook 16 OLED (AMD),https://www.gadgets360.com/asus-proart-studiobook-16-oled-amd-price-in-india-104004,"₹ 169,990",16.00-inch,3840x2400 pixels,Ryzen 5000 Series,Windows 11,N/A,N/A
Lenovo V14 G2-ITL,https://www.gadgets360.com/lenovo-v14-g2-itl-price-in-india-105257,"₹ 48,403",14.00-inch,1366x768 pixels,Core i3,Windows 10 Professional,256GB,N/A
Mi Notebook Pro,https://www.gadgets360.com/mi-notebook-pro-price-in-india-103976,N/A,14.00-inch,2560x1600 pixels,Core i5,Windows 10 Home,512GB,N/A
Mi Notebook Ultra,https://www.gadgets360.com/mi-notebook-ultra-price-in-india-103975,N/A,15.60-inch,3200x2000 pixels,Core i5,Windows 10 Home,512GB,N/A
Lenovo IdeaPad Gaming 3i,https://www.gadgets360.com/lenovo-ideapad-gaming-3i-price-in-india-103960,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus ROG Zephyrus G14 Alan Walker Special Edition,https://www.gadgets360.com/asus-rog-zephyrus-g14-alan-walker-special-edition-price-in-india-103950,N/A,14.00-inch,2560x1440 pixels,Ryzen 5000 Series,Windows 10 Home,1TB,N/A
Acer Predator Helios 300 (11th Gen),https://www.gadgets360.com/acer-predator-helios-300-11th-gen-price-in-india-103946,"₹ 129,999",15.60-inch,2560x1440 pixels,Core i7,Windows 10,N/A,N/A
HP Envy 14-eb0021TX,https://www.gadgets360.com/hp-envy-14-eb0021tx-price-in-india-103891,N/A,14.00-inch,1920x1200 pixels,Core i7,Windows 10 Home,1TB,N/A
HP Envy 15 (2021),https://www.gadgets360.com/hp-envy-15-2021-price-in-india-103890,"₹ 154,999",15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Xiaomi RedmiBook 15 e-Learning Edition,https://www.gadgets360.com/xiaomi-redmibook-15-e-learning-edition-price-in-india-103858,N/A,15.60-inch,N/A,Core i3,Windows 10 Home,256GB,N/A
Xiaomi RedmiBook 15 Pro,https://www.gadgets360.com/xiaomi-redmibook-15-pro-price-in-india-103857,"₹ 49,999",15.60-inch,N/A,Core i5,Windows 10 Home,512GB,N/A
Realme Book Slim,https://www.gadgets360.com/realme-book-price-in-india-103247,N/A,14.00-inch,2160x1440 pixels,Core i3,Windows 10,256GB,1.38 kg
Lenovo IdeaPad Slim 5 82LN00GTIN,https://www.gadgets360.com/lenovo-ideapad-slim-5-82ln00gtin-price-in-india-103822,N/A,15.60-inch,1920x1080 pixels,Ryzen 5,Windows 10,512GB,N/A
Lenovo IdeaPad Slim 3 (2021) 82H801CWIN,https://www.gadgets360.com/lenovo-ideapad-slim-3-2021-82h801cwin-price-in-india-103820,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,512GB,N/A
Lenovo IdeaPad Slim 3 81WB015JIN,https://www.gadgets360.com/lenovo-ideapad-slim-3-81wb015jin-price-in-india-103819,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,1.70 kg
Fujitsu UH-X 4ZR1D67596,https://www.gadgets360.com/fujitsu-uh-x-4zr1d67596-price-in-india-103818,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 10,512GB,N/A
Asus ZenBook 14 UX425EA-BM287R,https://www.gadgets360.com/asus-zenbook-14-ux425ea-bm287r-price-in-india-103817,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10 Professional,512GB,N/A
Asus VivoBook 14 X415JA-EK562TS,https://www.gadgets360.com/asus-vivobook-14-x415ja-ek562ts-price-in-india-103816,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,512GB,N/A
MSI Katana GF66,https://www.gadgets360.com/msi-katana-gf66-price-in-india-103789,"₹ 95,990",15.60-inch,1920x1080 pixels,Core i5,N/A,N/A,N/A
MSI Katana GF76,https://www.gadgets360.com/msi-katana-gf76-price-in-india-103788,"₹ 111,990",17.30-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
MSI Pulse GL66,https://www.gadgets360.com/msi-pulse-gl66-price-in-india-103787,"₹ 139,990",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
MSI Pulse GL76,https://www.gadgets360.com/msi-pulse-gl76-price-in-india-103786,"₹ 145,990",17.30-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus Chromebook C423,https://www.gadgets360.com/asus-chromebook-c423-price-in-india-103258,"₹ 19,999",14.00-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,N/A,N/A
Asus Chromebook Flip C214,https://www.gadgets360.com/asus-chromebook-flip-c214-price-in-india-103257,"₹ 23,999",11.60-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,N/A,N/A
Lenovo IdeaPad Duet 3,https://www.gadgets360.com/lenovo-ideapad-duet-3-price-in-india-103240,"₹ 29,999",10.23-inch,1920x1200 pixels,Celeron,Windows 10,128GB,N/A
Lenovo Yoga Duet 7i,https://www.gadgets360.com/lenovo-yoga-duet-7i-price-in-india-103239,"₹ 79,999",13.00-inch,2160x1350 pixels,Core i5,Windows 10,1TB,N/A
Dell Inspiron 14 (5410) 2-in-1,https://www.gadgets360.com/dell-inspiron-14-5410-2-in-1-price-in-india-104209,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,512GB,N/A
HP Pavilion Aero 13,https://www.gadgets360.com/hp-pavilion-aero-13-price-in-india-103133,"₹ 79,999",13.30-inch,2560x1600 pixels,Ryzen 5000 Series,Windows 10,512GB,N/A
MSI GS66 Stealth (mid-2021),https://www.gadgets360.com/msi-gs66-stealth-mid-2021-price-in-india-103085,"₹ 207,990",15.60-inch,2560x1440 pixels,Core i7,Windows 10,N/A,N/A
MSI GE66 Raider (mid-2021),https://www.gadgets360.com/msi-ge66-raider-mid-2021-price-in-india-103084,"₹ 223,990",15.60-inch,2560x1440 pixels,Core i7,Windows 10,N/A,N/A
